date,Number of Appliances,lights,Energy used,Kitchen Temperature (in celsicus),Kitchen Humidity,Living Room Temerature (in celsius),Living room Humidity,Laundry Temperature (in celsius),Laundry Humidity,Office room Temperature (in celsius),Office room Humidity,Bathroom Temperature (in celsius),Bathroom Humidity,Temperature outside building (North side),Humidity outside building (North side),Ironing Room Temperature,Ironing Room Humidity,Teenager room temperature,teenager room humidity,Parent room Temperature,Temperature Outside,Pressure in mm Hg,Humidity Outside,Windspeed,Visibility,Tdewpoint,Random variable 1,non dimensional random variable
3/3/2016 22:50,50,0,22.39,36.7,20.84,37.45,20.93,37.93,20,35.03,19.58,49.83,1.28,77.34,19.2,30.84,21.82,41.2,18.39,37.49,1.88E+00,748.9,92,3,23,6.90E-01,15.82,15.82
3/3/2016 23:00,60,0,22.39,36.82,20.79,37.43,20.89,37.9,20,35.09,19.5,50.43,1.24,77.14,19.2,30.97,21.83,41.33,18.39,37.61,2.00E+00,748.8,92,3,23,8.00E-01,2.58,2.58
3/3/2016 23:10,40,10,22.39,36.79,20.73,37.46,20.89,37.84,20,35.12,19.42,50.9,1.18,76.97,19.2,31.05,21.79,41.32,18.39,37.72,2.12E+00,748.67,91,3,24,7.70E-01,38.08,38.08
3/3/2016 23:20,50,0,22.37,36.79,20.7,37.4,20.87,37.82,20,35.24,19.37,51.32,1.15,77.25,19.2,31.16,21.72,41.4,18.39,37.84,2.23E+00,748.54,90,3,25,7.40E-01,8.09,8.09
3/3/2016 23:30,40,10,22.29,37.01,20.66,37.36,20.89,38,19.98,35.29,19.29,51.69,1.1,77.24,19.2,31.2,21.7,41.5,18.39,37.93,2.35E+00,748.4,89,3,26,7.00E-01,36.36,36.36
3/3/2016 23:40,40,0,22.29,37.18,20.56,37.29,20.85,37.96,19.93,35.31,19.25,51.9,1.21,77.8,19.15,31.27,21.73,41.53,18.43,38.53,2.47E+00,748.27,88,3,27,6.70E-01,1.87,1.87
3/3/2016 23:50,60,0,22.29,37.13,20.5,37.29,20.82,37.93,19.92,35.34,19.2,52.07,1.36,78.29,19.16,31.29,21.66,41.46,18.5,38.83,2.58E+00,748.14,87,3,28,6.40E-01,11.68,11.68
3/4/2016 0:00,60,10,22.24,37.02,20.39,37.29,20.79,38,19.89,35.39,19.15,52.13,1.45,78.46,19.1,31.36,21.6,41.47,18.5,39.03,2.70E+00,748,86,3,29,6.00E-01,6.63,6.63
3/4/2016 0:10,50,0,22.2,36.93,20.35,37.29,20.79,37.9,19.89,35.4,19.1,52.34,1.55,78.5,19.1,31.39,21.56,41.63,18.5,39.16,2.78E+00,747.84,85.34,3.17,30.84,5.50E-01,46.69,46.69
3/4/2016 0:20,40,0,22.14,36.9,20.29,37.29,20.79,37.9,19.87,35.37,19.06,52.48,1.64,78.47,19.1,31.44,21.5,41.89,18.47,39.3,2.87E+00,747.67,84.67,3.34,32.67,5.00E-01,47.19,47.19
3/4/2016 0:30,40,0,22.1,36.9,20.2,37.2,20.79,37.9,19.79,35.29,19,52.57,1.7,78.47,19.1,31.5,21.5,42.13,18.5,39.43,2.95E+00,747.5,84,3.5,34.5,4.50E-01,41.58,41.58
3/4/2016 0:40,60,0,22.1,36.81,20.16,37.23,20.77,37.9,19.79,35.29,18.98,52.64,1.84,78.28,19.08,31.5,21.44,42.4,18.5,39.54,3.03E+00,747.34,83.34,3.67,36.34,4.00E-01,10.95,10.95
3/4/2016 0:50,40,0,22,36.58,20.12,37.2,20.77,37.9,19.79,35.29,18.91,52.7,2.05,77.98,19.1,31.6,21.49,42.72,18.5,39.63,3.12E+00,747.17,82.67,3.84,38.17,3.50E-01,47.7,47.7
3/4/2016 1:00,50,0,22,36.53,20.09,37.1,20.73,37.9,19.79,35.29,18.89,52.76,2.24,77.68,19.07,31.57,21.46,43.08,18.5,39.7,3.20E+00,747,82,4,40,3.00E-01,12.8,12.8
3/4/2016 1:10,50,0,21.93,36.49,20,37,20.73,37.9,19.79,35.29,18.82,52.73,2.45,77.16,19.07,31.57,21.43,43.59,18.47,39.77,3.33E+00,746.84,81.17,4.17,40,2.90E-01,34.55,34.55
3/4/2016 1:20,50,0,21.89,36.43,19.94,36.96,20.79,37.9,19.79,35.29,18.79,52.7,2.61,76.35,19.03,31.57,21.39,43.74,18.5,39.86,3.47E+00,746.67,80.34,4.34,40,2.70E-01,8.37,8.37
3/4/2016 1:30,60,0,21.83,36.38,19.89,36.9,20.79,37.9,19.74,35.29,18.79,52.7,2.84,75.36,19,31.6,21.39,43.98,18.49,39.93,3.60E+00,746.5,79.5,4.5,40,2.50E-01,36.39,36.39
3/4/2016 1:40,40,10,21.79,36.29,19.84,36.9,20.79,37.93,19.7,35.29,18.79,52.76,2.97,74.3,19,31.58,21.37,44.07,18.47,39.98,3.73E+00,746.34,78.67,4.67,40,2.40E-01,38.63,38.63
3/4/2016 1:50,50,0,21.79,36.29,19.79,36.9,20.79,37.9,19.7,35.32,18.73,52.73,3.14,73.17,19,31.6,21.31,44.4,18.49,40.04,3.87E+00,746.17,77.84,4.84,40,2.20E-01,18.26,18.26
3/4/2016 2:00,40,0,21.72,36.29,19.72,36.87,20.79,37.9,19.7,35.29,18.7,52.7,3.26,71.89,19,31.6,21.31,44.73,18.5,40.09,4.00E+00,746,77,5,40,2.00E-01,37.56,37.56
3/4/2016 2:10,40,0,21.7,36.23,19.7,36.89,20.79,38,19.7,35.29,18.66,52.66,3.38,70.25,19,31.63,21.29,44.9,18.5,40.19,4.07E+00,745.84,76.34,5.5,40,1.50E-01,28.2,28.2
3/4/2016 2:20,50,0,21.64,36.2,19.66,36.89,20.79,37.93,19.7,35.29,18.69,52.69,3.47,68.94,18.97,31.6,21.29,44.85,18.5,40.25,4.13E+00,745.67,75.67,6,40,1.00E-01,45.14,45.14
3/4/2016 2:30,50,0,21.6,36.09,19.6,36.89,20.79,38,19.68,35.29,18.6,52.57,3.59,67.62,18.92,31.69,21.27,44.73,18.5,40.36,4.20E+00,745.5,75,6.5,40,5.00E-02,46.27,46.27
3/4/2016 2:40,50,0,21.6,36.09,19.58,36.95,20.82,38.04,19.63,35.29,18.6,52.57,3.68,66.71,18.94,31.66,21.24,44.64,18.5,40.45,4.27E+00,745.34,74.34,7,40,0.00E+00,42.06,42.06
3/4/2016 2:50,50,0,21.52,36.09,19.5,37,20.82,38.07,19.6,35.29,18.55,52.58,3.87,65.67,18.92,31.63,21.2,44.5,18.5,40.54,4.33E+00,745.17,73.67,7.5,40,-5.00E-02,34,34
3/4/2016 3:00,40,0,21.5,36.09,19.49,37.08,20.88,38.19,19.6,35.29,18.58,52.58,3.98,64.5,18.89,31.68,21.2,44.52,18.5,40.59,4.40E+00,745,73,8,40,-1.00E-01,15.99,15.99
3/4/2016 3:10,60,10,21.45,36.05,19.39,37.09,20.89,38.2,19.6,35.29,18.52,52.5,4.08,64.35,18.89,31.7,21.2,44.68,18.5,40.7,4.32E+00,744.75,74.34,7.84,43.5,7.00E-02,31.48,31.48
3/4/2016 3:20,20,0,21.39,36,19.39,37.11,20.89,38.2,19.6,35.29,18.5,52.5,4.09,64.08,18.89,31.7,21.2,44.73,18.5,40.7,4.23E+00,744.5,75.67,7.67,47,2.40E-01,35.81,35.81
3/4/2016 3:30,30,0,21.39,36.03,19.36,37.2,20.93,38.2,19.6,35.29,18.5,52.49,4.06,65.37,18.89,31.7,21.2,44.72,18.5,40.76,4.15E+00,744.25,77,7.5,50.5,4.00E-01,33.83,33.83
3/4/2016 3:40,30,0,21.32,36.09,19.29,37.29,20.89,38.26,19.6,35.29,18.46,52.37,3.9,67.52,18.89,31.7,21.2,44.59,18.5,40.79,4.07E+00,744,78.34,7.34,54,5.70E-01,33.2,33.2
3/4/2016 3:50,30,0,21.29,36.09,19.29,37.29,20.89,38.29,19.57,35.29,18.39,52.29,3.76,69.75,18.89,31.74,21.2,44.56,18.5,40.84,3.98E+00,743.75,79.67,7.17,57.5,7.40E-01,18.47,18.47
3/4/2016 4:00,50,0,21.29,36.09,19.29,37.4,20.89,38.29,19.52,35.39,18.39,52.24,3.67,71.53,18.89,31.79,21.15,44.5,18.5,40.9,3.90E+00,743.5,81,7,61,9.00E-01,47.11,47.11
3/4/2016 4:10,50,0,21.28,36.19,19.2,37.37,20.89,38.38,19.5,35.4,18.39,52.2,3.65,72.48,18.89,31.79,21.1,44.5,18.5,40.97,3.92E+00,743.27,81.67,7,57.5,1.02E+00,6.35,6.35
3/4/2016 4:20,50,0,21.2,36.09,19.2,37.45,20.91,38.37,19.5,35.49,18.39,52.11,3.7,73.13,18.84,31.84,21.1,44.5,18.5,41,3.93E+00,743.04,82.34,7,54,1.13E+00,29.75,29.75
3/4/2016 4:30,50,0,21.2,36.14,19.19,37.5,20.94,38.37,19.5,35.54,18.39,52.09,3.81,73.34,18.79,31.84,21.1,44.5,18.5,41.07,3.95E+00,742.8,83,7,50.5,1.25E+00,22.62,22.62
3/4/2016 4:40,40,10,21.16,36.2,19.1,37.54,20.89,38.4,19.5,35.59,18.38,52.07,3.99,73.3,18.79,31.89,21.1,44.5,18.5,41.14,3.97E+00,742.57,83.67,7,47,1.37E+00,31.21,31.21
3/4/2016 4:50,40,0,21.1,36.22,19.1,37.59,20.96,38.48,19.5,35.62,18.29,52.09,4.11,73.61,18.79,31.94,21.1,44.59,18.5,41.2,3.98E+00,742.34,84.34,7,43.5,1.48E+00,11.09,11.09
3/4/2016 5:00,50,0,21.1,36.29,19.09,37.69,20.89,38.53,19.44,35.64,18.29,52.09,4.23,74.02,18.79,32,21.1,44.7,18.5,41.22,4.00E+00,742.1,85,7,40,1.60E+00,14.66,14.66
3/4/2016 5:10,40,0,21.05,36.31,19.04,37.74,20.89,38.53,19.44,35.66,18.29,52.03,4.22,74.92,18.79,32,21.1,44.66,18.5,41.29,3.95E+00,741.89,86,7.17,43.5,1.72E+00,12.27,12.27
3/4/2016 5:20,60,0,21,36.29,19,37.79,20.89,38.59,19.39,35.7,18.29,52,4.11,76.12,18.79,32.07,21.08,44.57,18.5,41.29,3.90E+00,741.67,87,7.34,47,1.83E+00,27.45,27.45
3/4/2016 5:30,40,0,21,36.33,19,37.9,21,38.59,19.39,35.7,18.29,51.93,4.04,76.96,18.79,32.09,21.06,44.57,18.5,41.4,3.85E+00,741.45,88,7.5,50.5,1.95E+00,0.87,0.87
3/4/2016 5:40,60,0,20.94,36.4,18.94,37.95,21,38.59,19.39,35.79,18.24,51.83,4,77.51,18.79,32.17,21.03,44.6,18.5,41.4,3.80E+00,741.24,89,7.67,54,2.07E+00,41.51,41.51
3/4/2016 5:50,40,0,20.97,36.45,18.93,37.97,21,38.66,19.39,35.84,18.26,51.76,3.93,77.96,18.79,32.2,21.04,44.63,18.5,41.42,3.75E+00,741.02,90,7.84,57.5,2.18E+00,47.88,47.88
3/4/2016 6:00,50,0,20.89,36.5,18.89,38.06,21,38.59,19.39,35.9,18.23,51.7,3.89,78.37,18.79,32.26,21.03,44.56,18.5,41.49,3.70E+00,740.8,91,8,61,2.30E+00,46.61,46.61
3/4/2016 6:10,40,0,20.89,36.57,18.89,38.09,21,38.67,19.39,35.92,18.2,51.62,3.9,78.98,18.79,32.29,21,44.5,18.5,41.5,3.72E+00,740.76,91.05,7.86,60.5,2.33E+00,46.73,46.73
3/4/2016 6:20,40,10,20.81,36.59,18.89,38.19,21,38.7,19.37,35.95,18.2,51.59,3.9,79.3,18.76,32.34,20.99,44.5,18.5,41.53,3.74E+00,740.71,91.1,7.72,60,2.36E+00,39.16,39.16
3/4/2016 6:30,50,0,20.79,36.59,18.84,38.2,21,38.7,19.37,36,18.2,51.55,3.94,79.48,18.72,32.4,20.94,44.54,18.5,41.59,3.76E+00,740.67,91.15,7.58,59.5,2.39E+00,17.06,17.06
3/4/2016 6:40,40,0,20.79,36.64,18.79,38.2,21,38.77,19.31,36.07,18.2,51.5,4,79.7,18.7,32.4,20.89,44.61,18.5,41.61,3.79E+00,740.62,91.2,7.43,59,2.42E+00,35.13,35.13
3/4/2016 6:50,50,0,20.79,36.7,18.79,38.25,21,38.79,19.29,36.12,18.18,51.5,4.06,79.76,18.7,32.49,20.89,44.83,18.5,41.73,3.81E+00,740.58,91.24,7.29,58.5,2.45E+00,4.79,4.79
3/4/2016 7:00,40,0,20.72,36.78,18.79,38.29,21,38.83,19.29,36.17,18.17,51.43,4.09,79.88,18.7,32.5,20.89,44.87,18.5,41.9,3.83E+00,740.53,91.29,7.15,58,2.49E+00,35.74,35.74
3/4/2016 7:10,20,0,20.7,37.03,18.79,38.4,21,38.76,19.29,36.23,18.16,51.32,4.09,79.96,18.7,32.56,20.89,45.05,18.5,41.9,3.85E+00,740.49,91.34,7,57.5,2.52E+00,44.38,44.38
3/4/2016 7:20,30,0,20.7,37.15,18.7,38.63,20.93,38.63,19.29,36.24,18.24,49.09,4.09,80,18.7,32.59,20.89,44.89,18.5,41.92,3.87E+00,740.44,91.39,6.86,57,2.55E+00,28.12,28.12
3/4/2016 7:30,20,0,20.69,37.3,18.7,38.99,20.89,38.53,19.27,36.27,18.35,47.66,4.09,80.07,18.7,32.63,20.87,44.42,18.5,41.9,3.89E+00,740.4,91.43,6.72,56.5,2.58E+00,21.75,21.75
3/4/2016 7:40,50,0,20.6,37.37,18.7,39.25,20.81,38.42,19.28,36.29,18.39,46.68,4.09,80.13,18.7,32.69,20.82,44.23,18.5,41.9,3.91E+00,740.35,91.48,6.58,56,2.61E+00,17.18,17.18
3/4/2016 7:50,50,20,20.6,37.6,18.7,39.42,20.79,38.4,19.25,36.35,18.43,46.2,4.09,80.3,18.7,32.7,20.79,43.93,18.5,42.08,3.94E+00,740.31,91.53,6.43,55.5,2.64E+00,20.74,20.74
3/4/2016 8:00,80,10,20.6,37.73,18.7,39.37,20.67,37.81,19.25,36.48,18.33,46.73,4.11,80.42,18.68,32.58,20.77,43.6,18.54,42.06,3.96E+00,740.26,91.58,6.29,55,2.67E+00,26.51,26.51
3/4/2016 8:10,50,0,20.6,37.76,18.7,39.1,20.6,37.78,19.29,36.59,18.29,47.26,4.17,80.54,18.6,32.56,20.7,43.21,18.5,41.9,3.98E+00,740.22,91.62,6.15,54.5,2.70E+00,36.7,36.7
3/4/2016 8:20,50,10,20.59,38.06,18.7,39,20.6,37.85,19.29,36.66,18.27,47.46,4.18,80.68,18.6,32.59,20.7,42.82,18.5,41.67,4.00E+00,740.17,91.67,6,54,2.73E+00,5.73,5.73
3/4/2016 8:30,50,0,20.54,38.23,18.65,38.95,20.6,37.82,19.29,36.7,18.2,47.62,4.25,80.93,18.6,32.63,20.63,42.41,18.52,41.44,4.02E+00,740.13,91.72,5.86,53.5,2.76E+00,46.17,46.17
3/4/2016 8:40,50,0,20.5,38.17,18.6,38.92,20.6,37.9,19.29,36.76,18.2,47.7,4.3,81.11,18.53,32.67,20.6,42.13,18.5,41.26,4.04E+00,740.08,91.77,5.72,53,2.80E+00,17.75,17.75
3/4/2016 8:50,40,0,20.5,38.09,18.6,38.92,20.6,37.9,19.28,36.79,18.2,47.79,4.39,81.19,18.5,32.72,20.58,41.93,18.5,41.02,4.06E+00,740.04,91.81,5.58,52.5,2.83E+00,9.36,9.36
3/4/2016 9:00,50,10,20.47,38,18.6,38.96,20.6,38,19.26,36.78,18.18,47.79,4.49,81.37,18.5,32.77,20.53,41.74,18.5,40.86,4.09E+00,739.99,91.86,5.43,52,2.86E+00,37.15,37.15
3/4/2016 9:10,40,0,20.39,37.87,18.6,39,20.6,38,19.27,36.77,18.16,47.87,4.63,81.57,18.5,32.87,20.5,41.62,18.5,40.76,4.11E+00,739.95,91.91,5.29,51.5,2.89E+00,25.11,25.11
3/4/2016 9:20,40,0,20.43,37.9,18.6,39,20.6,38,19.23,36.73,18.18,47.9,4.67,81.67,18.49,32.9,20.5,41.47,18.47,40.63,4.13E+00,739.9,91.96,5.15,51,2.92E+00,36.57,36.57
3/4/2016 9:30,50,0,20.39,37.96,18.6,39,20.6,38,19.2,36.7,18.16,47.9,4.73,81.69,18.44,32.95,20.5,41.37,18.5,40.53,4.15E+00,739.85,92,5,50.5,2.95E+00,22.47,22.47
3/4/2016 9:40,50,0,20.39,37.9,18.56,39.03,20.6,38,19.2,36.7,18.13,48,4.89,81.88,18.44,33.03,20.45,41.25,18.43,40.26,4.17E+00,739.81,92.05,4.86,50,2.98E+00,16.37,16.37
3/4/2016 9:50,50,0,20.39,37.85,18.6,39.07,20.6,38,19.2,36.7,18.1,48,4.95,81.9,18.43,33.1,20.43,41.13,18.39,40.13,4.19E+00,739.76,92.1,4.72,49.5,3.01E+00,1.36,1.36
3/4/2016 10:00,50,0,20.29,37.92,18.6,39.09,20.6,38,19.16,36.72,18.1,48,4.97,81.79,18.48,33.2,20.39,41.2,18.39,40.03,4.21E+00,739.72,92.15,4.58,49,3.04E+00,28.15,28.15
3/4/2016 10:10,50,0,20.33,38,18.6,39.04,20.6,37.97,19.19,36.7,18.1,47.95,4.55,80.9,18.39,33.13,20.39,41.2,18.39,39.94,4.24E+00,739.67,92.2,4.43,48.5,3.07E+00,18.95,18.95
3/4/2016 10:20,50,0,20.39,38,18.63,39,20.6,37.86,19.1,36.63,18.08,47.85,4.1,81.07,18.42,33.03,20.39,40.98,18.39,39.8,4.26E+00,739.63,92.24,4.29,48,3.10E+00,15.19,15.19
3/4/2016 10:30,20,0,20.34,38,18.69,39,20.6,37.79,19.1,36.5,18.1,47.79,3.89,81.39,18.39,32.9,20.29,40.86,18.39,39.66,4.28E+00,739.58,92.29,4.15,47.5,3.14E+00,5.04,5.04
3/4/2016 10:40,20,0,20.39,37.93,18.74,38.9,20.58,37.79,19.1,36.43,18.05,47.64,3.79,81.5,18.39,32.76,20.29,40.63,18.39,39.53,4.30E+00,739.54,92.34,4,47,3.17E+00,6.54,6.54
3/4/2016 10:50,30,0,20.39,37.79,18.79,38.87,20.53,37.79,19.1,36.37,18,47.43,3.77,81.5,18.39,32.66,20.29,40.48,18.39,39.39,4.32E+00,739.49,92.39,3.86,46.5,3.20E+00,32.51,32.51
3/4/2016 11:00,30,0,20.39,37.7,18.87,38.84,20.5,37.84,19.1,36.29,18,47.27,3.94,81.49,18.39,32.59,20.27,40.3,18.39,39.23,4.34E+00,739.45,92.43,3.72,46,3.23E+00,16.37,16.37
3/4/2016 11:10,60,0,20.39,37.57,18.94,38.77,20.5,37.79,19.1,36.23,18,47.2,3.97,81.44,18.39,32.53,20.26,40.15,18.32,39.06,4.36E+00,739.4,92.48,3.58,45.5,3.26E+00,16.08,16.08
3/4/2016 11:20,50,0,20.44,38.27,19.03,38.59,20.5,37.79,19.08,36.17,18,47.37,4.23,81.51,18.39,32.5,20.2,39.96,18.35,38.96,4.39E+00,739.36,92.53,3.43,45,3.29E+00,0.87,0.87
3/4/2016 11:30,50,0,20.5,39.44,19.13,38.54,20.5,37.79,19.04,36.14,18,47.45,4.5,81.45,18.39,32.48,20.2,39.86,18.32,38.83,4.41E+00,739.31,92.58,3.29,44.5,3.32E+00,23,23
3/4/2016 11:40,50,0,20.58,41.53,19.22,38.52,20.55,37.84,19.03,36.13,18.02,47.39,4.8,81.61,18.39,32.5,20.18,39.79,18.32,38.72,4.43E+00,739.27,92.62,3.15,44,3.35E+00,11.67,11.67
3/4/2016 11:50,40,0,20.6,41.48,19.29,38.54,20.6,37.93,19.07,36.16,18,47.24,5,81.67,18.39,32.53,20.16,39.79,18.29,38.7,4.45E+00,739.22,92.67,3,43.5,3.38E+00,48.85,48.85
3/4/2016 12:00,50,0,20.6,40.76,19.34,38.5,20.6,38,19.05,36.19,18,47.2,5.12,81.72,18.39,32.59,20.12,39.79,18.32,38.7,4.47E+00,739.18,92.72,2.86,43,3.41E+00,20.13,20.13
3/4/2016 12:10,50,0,20.62,41.4,19.43,38.4,20.6,38,19,36.2,18,47.06,5.44,81.72,18.39,32.66,20.14,39.78,18.33,38.7,4.49E+00,739.13,92.77,2.72,42.5,3.45E+00,27.32,27.32
3/4/2016 12:20,40,0,20.7,41.72,19.52,38.38,20.6,38.13,19.02,36.22,18,46.97,6,81.71,18.39,32.78,20.1,39.7,18.29,38.7,4.51E+00,739.09,92.81,2.58,42,3.48E+00,13.49,13.49
3/4/2016 12:30,60,0,20.7,40.7,19.6,38.28,20.6,38.17,19.02,36.23,18.02,46.9,6.4,81.93,18.39,32.79,20.1,39.76,18.29,38.7,4.54E+00,739.04,92.86,2.43,41.5,3.51E+00,14.22,14.22
3/4/2016 12:40,50,0,20.7,39.83,19.69,38.24,20.62,38.11,19.03,36.29,18,46.79,6.43,82.12,18.39,32.86,20.1,39.72,18.31,38.7,4.56E+00,739,92.91,2.29,41,3.54E+00,27.07,27.07
3/4/2016 12:50,70,0,20.7,39.2,19.7,38.2,20.65,38.14,19.03,36.33,18.03,46.79,6.67,82.24,18.39,32.9,20.07,39.67,18.34,38.7,4.58E+00,738.95,92.96,2.15,40.5,3.57E+00,25.94,25.94
3/4/2016 13:00,340,0,20.78,38.8,19.7,38.15,20.7,38.09,19,36.31,18,46.7,6.73,82.4,18.39,32.95,20.03,39.63,18.34,38.7,4.60E+00,738.9,93,2,40,3.60E+00,10.59,10.59
3/4/2016 13:10,270,0,20.79,38.58,19.76,38.15,20.68,38.16,19,36.4,18,46.63,6.88,82.48,18.39,33,20,39.59,18.37,38.7,4.80E+00,738.89,92.34,2.34,40,3.68E+00,17.83,17.83
3/4/2016 13:20,100,0,20.79,38.32,19.83,38.02,20.7,38.16,19,36.4,18,46.59,7,82.48,18.39,33.08,20,39.59,18.29,38.7,5.00E+00,738.87,91.67,2.67,40,3.77E+00,45.36,45.36
3/4/2016 13:30,50,0,20.83,38.33,19.91,37.92,20.68,38.17,19,36.47,18,46.59,7.23,82.54,18.39,33.09,20,39.56,18.29,38.66,5.20E+00,738.85,91,3,40,3.85E+00,40.03,40.03
3/4/2016 13:40,50,0,20.89,38.29,20.05,37.75,20.69,38.19,19,36.5,18,46.5,7.56,82.59,18.39,33.2,20,39.5,18.35,38.7,5.40E+00,738.84,90.34,3.34,40,3.93E+00,25.63,25.63
3/4/2016 13:50,70,0,20.96,38.74,20.1,37.61,20.7,38.2,19.03,36.58,18,46.47,7.83,82.77,18.46,33.26,20,39.5,18.37,38.7,5.60E+00,738.82,89.67,3.67,40,4.02E+00,23.71,23.71
3/4/2016 14:00,60,0,20.99,38.81,20.2,37.57,20.72,38.2,19.09,36.69,18,46.4,8.09,82.83,18.47,33.37,20,39.5,18.39,38.7,5.80E+00,738.8,89,4,40,4.10E+00,10.26,10.26
3/4/2016 14:10,80,0,21.05,39.16,20.29,37.57,20.79,38.28,19.1,36.69,18,46.4,8.05,83.01,18.5,33.33,20,39.5,18.39,38.7,5.67E+00,738.8,88.5,3.84,38,3.88E+00,27.3,27.3
3/4/2016 14:20,60,0,21.1,39.56,20.29,37.63,20.82,38.33,19.1,36.63,18.04,46.44,7.43,82.65,18.58,33.23,20,39.46,18.39,38.7,5.53E+00,738.8,88,3.67,36,3.67E+00,9.66,9.66
3/4/2016 14:30,40,0,21.1,39.03,20.29,37.7,20.79,38.27,19.1,36.63,18,46.4,7.25,82.6,18.58,33.06,20,39.38,18.39,38.7,5.40E+00,738.8,87.5,3.5,34,3.45E+00,32.2,32.2
3/4/2016 14:40,520,0,21.1,38.71,20.29,37.7,20.81,38.27,19.1,36.57,18,46.4,7.48,82.78,18.53,32.92,20,39.27,18.39,38.7,5.27E+00,738.8,87,3.34,32,3.23E+00,5.26,5.26
3/4/2016 14:50,680,0,21.1,38.9,20.29,37.56,20.93,38.83,19.1,36.5,18.05,46.45,7.47,82.45,18.5,32.84,20,39.16,18.41,38.72,5.13E+00,738.8,86.5,3.17,30,3.02E+00,45.6,45.6
3/4/2016 15:00,390,0,21.09,38.35,20.1,36.5,21.21,40.47,19.1,36.45,18,46.35,7.53,82.5,18.59,32.78,20,39.09,18.39,38.7,5.00E+00,738.8,86,3,28,2.80E+00,7.35,7.35
3/4/2016 15:10,350,0,20.93,36.17,19.27,35.87,21.48,40.5,19.12,36.29,18.03,46.31,8.01,82.72,18.76,32.73,20.1,39.04,18.5,38.88,5.40E+00,738.85,83.5,2.67,30,2.73E+00,22.32,22.32
3/4/2016 15:20,270,0,20.78,35.33,18.89,35.38,21.67,39.54,19.2,36.1,18.05,46.22,8.32,80.5,18.92,32.5,20.2,38.87,18.5,39.22,5.80E+00,738.9,81,2.34,32,2.67E+00,39.79,39.79
3/4/2016 15:30,260,0,20.79,36.18,19.12,35.93,21.73,38.71,19.2,36,18.03,46.03,7.88,78.15,18.99,32.33,20.23,38.7,18.5,39.13,6.20E+00,738.95,78.5,2,34,2.60E+00,42.09,42.09
3/4/2016 15:40,260,0,20.82,37.83,19.27,37.29,21.93,39.1,19.18,36,18.07,45.97,7.41,77.14,18.93,32.26,20.2,38.59,18.5,39.07,6.60E+00,739,76,1.67,36,2.53E+00,9.98,9.98
3/4/2016 15:50,210,0,20.89,38.59,19.43,37.94,22.1,39.37,19.18,36,18,45.89,7.35,77.9,18.93,32.2,20.2,38.5,18.5,39.08,7.00E+00,739.05,73.5,1.34,38,2.47E+00,12.06,12.06
3/4/2016 16:00,190,0,20.89,38.77,19.53,38.2,22.24,39.11,19.1,36,18.04,45.97,7.5,78.19,18.89,32.19,20.15,38.5,18.5,39.09,7.40E+00,739.1,71,1,40,2.40E+00,0.76,0.76
3/4/2016 16:10,90,0,20.89,38.73,19.6,38.14,22.31,38.71,19.13,36.07,18,46.08,7.8,78.64,18.89,32.09,20.15,38.4,18.5,38.89,7.42E+00,739.12,69.67,1,40,2.15E+00,45.48,45.48
3/4/2016 16:20,390,0,20.89,38.73,19.6,38.13,22.29,38.53,19.16,36.09,18.03,46.13,8.19,78.92,18.89,32.07,20.1,38.4,18.5,38.79,7.43E+00,739.14,68.34,1,40,1.90E+00,39.03,39.03
3/4/2016 16:30,270,0,20.89,38.77,19.6,38.14,22.34,38.89,19.18,36.09,18.04,46.16,8.11,75.53,18.89,32,20.1,38.31,18.5,38.79,7.45E+00,739.15,67,1,40,1.65E+00,11.44,11.44
3/4/2016 16:40,250,0,20.89,38.79,19.6,38.24,22.45,39,19.1,36.14,18.03,46.14,7.67,74.36,18.89,32.07,20.13,38.29,18.5,38.79,7.47E+00,739.17,65.67,1,40,1.40E+00,36.27,36.27
3/4/2016 16:50,240,0,20.93,38.89,19.65,38.32,22.63,38.76,19.1,36.05,18.04,46.16,7.4,69.31,19,31.88,20.16,38.23,18.5,38.79,7.48E+00,739.19,64.34,1,40,1.15E+00,8.9,8.9
3/4/2016 17:00,240,0,21,38.79,19.69,38.27,22.78,38.39,19.1,35.9,18,46.2,7.11,68.63,19,31.63,20.17,38.06,18.5,38.79,7.50E+00,739.2,63,1,40,9.00E-01,44.22,44.22
3/4/2016 17:10,210,0,20.94,38.7,19.7,38.28,22.88,38.18,19.1,35.98,18.04,46.23,6.75,69.8,19,31.7,20.16,38,18.5,38.79,7.27E+00,739.22,65.17,1,37.17,1.12E+00,47.85,47.85
3/4/2016 17:20,180,0,21,38.59,19.74,38.18,22.97,37.72,19.1,35.8,18.07,46.37,6.79,65.03,19.06,31.58,20.19,37.97,18.5,38.77,7.03E+00,739.24,67.34,1,34.34,1.33E+00,17.82,17.82
3/4/2016 17:30,100,0,21,38.59,19.79,37.99,22.97,37.4,19.1,35.59,18.1,46.32,6.8,59.43,19.1,31.37,20.24,37.96,18.55,38.56,6.80E+00,739.25,69.5,1,31.5,1.55E+00,43.07,43.07
3/4/2016 17:40,70,0,21,38.3,19.79,37.59,22.79,37.03,19.1,35.37,18.1,46.29,6.64,57.43,19.2,31.06,20.36,38.09,18.53,38.45,6.57E+00,739.27,71.67,1,28.67,1.77E+00,37.94,37.94
